ID_CLIENTE,SAFRA_REF,DATA_EMISSAO_DOCUMENTO,DATA_VENCIMENTO,PROBABILIDADE_INADIMPLENCIA
8784237149961904,2021-07-01,2021-07-02,2021-07-20,"0,28339547"
8784237149961904,2021-07-01,2021-07-15,2021-08-02,"0,30115533"
8784237149961904,2021-07-01,2021-07-27,2021-08-12,"0,28709912"
8784237149961904,2021-08-01,2021-08-01,2021-08-17,"0,26657274"
8784237149961904,2021-08-01,2021-08-05,2021-08-23,"0,29434666"
8784237149961904,2021-08-01,2021-08-09,2021-08-25,"0,3566391"
8784237149961904,2021-08-01,2021-08-17,2021-09-02,"0,35850573"
8784237149961904,2021-08-01,2021-08-20,2021-09-08,"0,34471035"
8784237149961904,2021-08-01,2021-08-25,2021-09-13,"0,35853714"
8784237149961904,2021-08-01,2021-08-26,2021-09-13,"0,35953546"
8784237149961904,2021-08-01,2021-08-27,2021-09-14,"0,35853714"
8784237149961904,2021-09-01,2021-09-02,2021-09-20,"0,33724397"
8784237149961904,2021-09-01,2021-09-12,2021-09-28,"0,3321666"
8784237149961904,2021-09-01,2021-09-16,2021-10-04,"0,3560172"
8784237149961904,2021-10-01,2021-10-02,2021-10-19,"0,3083778"
8784237149961904,2021-10-01,2021-10-16,2021-11-03,"0,291489"
8784237149961904,2021-10-01,2021-10-17,2021-11-03,"0,33289012"
8784237149961904,2021-10-01,2021-10-21,2021-11-08,"0,33371562"
8784237149961904,2021-10-01,2021-10-23,2021-11-09,"0,32532036"
8784237149961904,2021-10-01,2021-10-25,2021-11-10,"0,3313931"
8784237149961904,2021-11-01,2021-11-01,2021-11-17,"0,24752925"
8784237149961904,2021-11-01,2021-11-04,2021-11-22,"0,25165927"
8784237149961904,2021-11-01,2021-11-06,2021-11-23,"0,29008126"
8784237149961904,2021-11-01,2021-11-12,2021-11-30,"0,29008126"
8784237149961904,2021-11-01,2021-11-19,2021-12-07,"0,29008126"
15070048310374146,2021-07-01,2021-07-11,2021-08-05,"0,35376"
15070048310374146,2021-08-01,2021-08-31,2021-09-27,"0,36002743"
15070048310374146,2021-08-01,2021-08-31,2021-09-27,"0,36807656"
15070048310374146,2021-09-01,2021-09-07,2021-10-04,"0,35976297"
15070048310374146,2021-10-01,2021-10-01,2021-10-26,"0,3899788"
15070048310374146,2021-10-01,2021-10-10,2021-11-04,"0,38648012"
18719614953021044,2021-08-01,2021-08-04,2021-09-02,"0,38365775"
18719614953021044,2021-09-01,2021-09-01,2021-09-30,"0,4597499"
39547025441582855,2021-07-01,2021-07-06,2021-08-05,"0,8593474"
39547025441582855,2021-08-01,2021-08-09,2021-08-26,"0,2991224"
39547025441582855,2021-08-01,2021-08-12,2021-08-30,"0,30886033"
39547025441582855,2021-08-01,2021-08-27,2021-09-14,"0,46134502"
39547025441582855,2021-09-01,2021-09-07,2021-09-27,"0,36576477"
39547025441582855,2021-09-01,2021-09-23,2021-10-11,"0,35852498"
39547025441582855,2021-09-01,2021-09-30,2021-10-18,"0,52511996"
39547025441582855,2021-10-01,2021-10-10,2021-10-28,"0,3389521"
39547025441582855,2021-10-01,2021-10-15,2021-11-01,"0,29871166"
39547025441582855,2021-11-01,2021-11-09,2021-11-29,"0,3080487"
49632905576538927,2021-07-01,2021-07-18,2021-08-03,"0,43396816"
49632905576538927,2021-08-01,2021-08-20,2021-09-06,"0,31583363"
49632905576538927,2021-11-01,2021-11-16,2021-12-02,"0,37847975"
66220087398241662,2021-08-01,2021-08-19,2021-09-13,"0,46697354"
66220087398241662,2021-09-01,2021-09-02,2021-09-27,"0,32332575"
66220087398241662,2021-09-01,2021-09-12,2021-10-07,"0,32987446"
66220087398241662,2021-09-01,2021-09-13,2021-10-08,"0,32987446"
66220087398241662,2021-10-01,2021-10-11,2021-11-05,"0,29400524"
66220087398241662,2021-10-01,2021-10-15,2021-11-09,"0,29166666"
66220087398241662,2021-10-01,2021-10-30,2021-11-25,"0,33756495"
66220087398241662,2021-11-01,2021-11-02,2021-11-29,"0,29115334"
66220087398241662,2021-11-01,2021-11-08,2021-12-03,"0,29047915"
66220087398241662,2021-11-01,2021-11-10,2021-12-06,"0,332369"
69766362497027920,2021-07-01,2021-07-12,2021-08-17,"0,32951102"
69766362497027920,2021-08-01,2021-08-11,2021-09-16,"0,27632356"
69766362497027920,2021-08-01,2021-08-18,2021-09-23,"0,27073047"
69766362497027920,2021-09-01,2021-09-03,2021-10-11,"0,27905986"
69766362497027920,2021-09-01,2021-09-06,2021-10-13,"0,2806967"
69766362497027920,2021-09-01,2021-09-15,2021-10-21,"0,3337632"
69766362497027920,2021-10-01,2021-10-27,2021-12-02,"0,36076087"
86110062990790869,2021-07-01,2021-07-01,2021-08-16,"0,37262866"
86110062990790869,2021-07-01,2021-07-26,2021-09-09,"0,38092795"
86110062990790869,2021-08-01,2021-08-04,2021-09-20,"0,32805037"
86110062990790869,2021-08-01,2021-08-12,2021-09-27,"0,33580205"
86110062990790869,2021-09-01,2021-09-05,2021-10-05,"0,6753952"
86110062990790869,2021-09-01,2021-09-08,2021-10-25,"0,30700862"
86110062990790869,2021-09-01,2021-09-13,2021-10-28,"0,39533412"
86110062990790869,2021-09-01,2021-09-22,2021-11-08,"0,39674118"
86110062990790869,2021-10-01,2021-10-14,2021-11-29,"0,29409498"
86110062990790869,2021-10-01,2021-10-14,2021-11-29,"0,29865745"
89342157110910412,2021-10-01,2021-10-07,2021-11-08,"0,508525"
89342157110910412,2021-10-01,2021-10-24,2021-11-23,"0,5036078"
93982185886107798,2021-07-01,2021-07-04,2021-07-20,"0,29029977"
93982185886107798,2021-07-01,2021-07-05,2021-07-21,"0,29647264"
93982185886107798,2021-07-01,2021-07-12,2021-07-28,"0,29768398"
93982185886107798,2021-07-01,2021-07-26,2021-08-11,"0,3269914"
93982185886107798,2021-08-01,2021-08-08,2021-08-24,"0,24676685"
93982185886107798,2021-08-01,2021-08-12,2021-08-30,"0,24604797"
93982185886107798,2021-09-01,2021-09-08,2021-09-24,"0,27569672"
93982185886107798,2021-09-01,2021-09-12,2021-09-28,"0,24966078"
93982185886107798,2021-10-01,2021-10-03,2021-10-19,"0,30410153"
93982185886107798,2021-10-01,2021-10-07,2021-10-25,"0,33541867"
93982185886107798,2021-11-01,2021-11-04,2021-12-06,"0,7971025"
93982185886107798,2021-11-01,2021-11-18,2021-12-06,"0,2947389"
107343823625119033,2021-07-01,2021-07-12,2021-08-04,"0,249059"
107343823625119033,2021-08-01,2021-08-05,2021-08-30,"0,23264167"
107343823625119033,2021-08-01,2021-08-05,2021-09-06,"0,60459375"
107343823625119033,2021-08-01,2021-08-06,2021-08-31,"0,292099"
107343823625119033,2021-08-01,2021-08-09,2021-09-01,"0,30167896"
107343823625119033,2021-08-01,2021-08-24,2021-09-16,"0,30167896"
107343823625119033,2021-09-01,2021-09-05,2021-10-05,"0,700464"
107343823625119033,2021-09-01,2021-09-17,2021-10-11,"0,24448395"
107343823625119033,2021-09-01,2021-09-23,2021-10-18,"0,26701483"
107343823625119033,2021-09-01,2021-09-26,2021-10-19,"0,26701483"
107343823625119033,2021-09-01,2021-09-28,2021-10-21,"0,26701483"
107343823625119033,2021-10-01,2021-10-15,2021-11-08,"0,32082307"
107343823625119033,2021-11-01,2021-11-01,2021-11-24,"0,31145933"
107343823625119033,2021-11-01,2021-11-03,2021-11-26,"0,32171386"
107343823625119033,2021-11-01,2021-11-06,2021-11-30,"0,32222977"
113538242419211987,2021-07-01,2021-07-01,2021-07-19,"0,35753644"
113538242419211987,2021-11-01,2021-11-23,2021-12-09,"0,42851484"
121658372387044248,2021-07-01,2021-07-15,2021-08-04,"0,36888167"
121658372387044248,2021-07-01,2021-07-15,2021-08-04,"0,36470893"
121658372387044248,2021-07-01,2021-07-25,2021-08-16,"0,36235964"
121658372387044248,2021-08-01,2021-08-01,2021-08-26,"0,28759563"
121658372387044248,2021-08-01,2021-08-09,2021-09-03,"0,2706141"
121658372387044248,2021-08-01,2021-08-10,2021-09-06,"0,32274854"
121658372387044248,2021-10-01,2021-10-03,2021-10-25,"0,28465658"
121658372387044248,2021-10-01,2021-10-07,2021-10-27,"0,29011866"
121658372387044248,2021-10-01,2021-10-10,2021-11-04,"0,73350435"
121658372387044248,2021-11-01,2021-11-15,2021-12-10,"0,70235467"
165658847908185334,2021-07-01,2021-07-05,2021-08-04,"0,2979825"
165658847908185334,2021-10-01,2021-10-10,2021-11-09,"0,25866377"
170089315547146305,2021-07-01,2021-07-01,2021-07-19,"0,40042782"
170089315547146305,2021-07-01,2021-07-01,2021-07-19,"0,39739138"
170089315547146305,2021-07-01,2021-07-06,2021-07-26,"0,398012"
170089315547146305,2021-07-01,2021-07-08,2021-07-26,"0,39739138"
170089315547146305,2021-08-01,2021-08-03,2021-08-23,"0,25092763"
170089315547146305,2021-08-01,2021-08-05,2021-08-23,"0,23875847"
170089315547146305,2021-08-01,2021-08-05,2021-09-06,"0,73720527"
170089315547146305,2021-08-01,2021-08-08,2021-08-24,"0,29486418"
170089315547146305,2021-08-01,2021-08-17,2021-09-08,"0,29220656"
170089315547146305,2021-08-01,2021-08-22,2021-09-08,"0,59944594"
170089315547146305,2021-08-01,2021-08-22,2021-09-08,"0,29220656"
170089315547146305,2021-08-01,2021-08-22,2021-09-08,"0,29374903"
170089315547146305,2021-08-01,2021-08-24,2021-09-13,"0,29220656"
170089315547146305,2021-08-01,2021-08-26,2021-09-13,"0,29220656"
170089315547146305,2021-08-01,2021-08-26,2021-09-13,"0,29220656"
170089315547146305,2021-08-01,2021-08-31,2021-09-20,"0,29374903"
170089315547146305,2021-09-01,2021-09-09,2021-09-27,"0,25230965"
170089315547146305,2021-09-01,2021-09-14,2021-10-04,"0,25369093"
170089315547146305,2021-09-01,2021-09-21,2021-10-11,"0,34878922"
170089315547146305,2021-09-01,2021-09-23,2021-10-11,"0,34878922"
170089315547146305,2021-09-01,2021-09-23,2021-10-11,"0,34987035"
170089315547146305,2021-09-01,2021-09-26,2021-10-13,"0,34987035"
170089315547146305,2021-10-01,2021-10-03,2021-10-19,"0,30047822"
170089315547146305,2021-10-01,2021-10-12,2021-11-03,"0,29143104"
170089315547146305,2021-10-01,2021-10-12,2021-11-01,"0,31776577"
170089315547146305,2021-10-01,2021-10-12,2021-11-01,"0,31776577"
170089315547146305,2021-10-01,2021-10-17,2021-11-03,"0,31776577"
170089315547146305,2021-10-01,2021-10-25,2021-11-12,"0,31218958"
170089315547146305,2021-10-01,2021-10-26,2021-11-16,"0,31776577"
170089315547146305,2021-11-01,2021-11-07,2021-11-24,"0,3081828"
170089315547146305,2021-11-01,2021-11-09,2021-11-29,"0,30671453"
170089315547146305,2021-11-01,2021-11-11,2021-11-29,"0,3217085"
170089315547146305,2021-11-01,2021-11-19,2021-12-06,"0,32122844"
175003104385133396,2021-07-01,2021-07-06,2021-08-05,"0,847009"
175003104385133396,2021-07-01,2021-07-16,2021-08-02,"0,41529745"
175003104385133396,2021-08-01,2021-08-22,2021-09-08,"0,4336265"
175003104385133396,2021-09-01,2021-09-07,2021-09-23,"0,3688316"
175003104385133396,2021-09-01,2021-09-23,2021-10-11,"0,55384576"
175003104385133396,2021-10-01,2021-10-05,2021-11-05,"0,8542833"
175003104385133396,2021-10-01,2021-10-14,2021-11-01,"0,44390425"
175003104385133396,2021-10-01,2021-10-17,2021-11-03,"0,52789414"
175003104385133396,2021-11-01,2021-11-02,2021-11-18,"0,32181928"
180672270337706285,2021-07-01,2021-07-12,2021-08-16,"0,7968044"
180672270337706285,2021-07-01,2021-07-15,2021-08-16,"0,79159045"
180672270337706285,2021-07-01,2021-07-16,2021-08-16,"0,79159045"
180672270337706285,2021-07-01,2021-07-21,2021-08-20,"0,80119914"
180672270337706285,2021-07-01,2021-07-21,2021-08-20,"0,7961246"
180672270337706285,2021-07-01,2021-07-21,2021-08-24,"0,80327314"
180672270337706285,2021-07-01,2021-07-21,2021-08-23,"0,7961246"
180672270337706285,2021-08-01,2021-08-13,2021-09-16,"0,687288"
180672270337706285,2021-08-01,2021-08-13,2021-09-14,"0,775169"
180672270337706285,2021-08-01,2021-08-13,2021-09-14,"0,7941495"
180672270337706285,2021-08-01,2021-08-31,2021-09-30,"0,7998793"
180672270337706285,2021-09-01,2021-09-17,2021-10-19,"0,79503536"
180672270337706285,2021-09-01,2021-09-22,2021-10-26,"0,79042745"
180672270337706285,2021-10-01,2021-10-05,2021-11-04,"0,84033"
180672270337706285,2021-10-01,2021-10-05,2021-11-04,"0,39665535"
180672270337706285,2021-10-01,2021-10-05,2021-11-04,"0,84182674"
180672270337706285,2021-10-01,2021-10-29,2021-11-29,"0,52413756"
187117706370645370,2021-07-01,2021-07-01,2021-07-26,"0,28370214"
187117706370645370,2021-07-01,2021-07-02,2021-07-20,"0,29102832"
187117706370645370,2021-07-01,2021-07-15,2021-08-05,"0,33265468"
187117706370645370,2021-07-01,2021-07-20,2021-08-12,"0,3222175"
187117706370645370,2021-07-01,2021-07-22,2021-08-12,"0,27679968"
187117706370645370,2021-08-01,2021-08-16,2021-09-06,"0,27190164"
187117706370645370,2021-08-01,2021-08-20,2021-09-08,"0,72251767"
187117706370645370,2021-08-01,2021-08-24,2021-09-20,"0,28771216"
187117706370645370,2021-08-01,2021-08-25,2021-09-16,"0,2981926"
187117706370645370,2021-09-01,2021-09-03,2021-09-20,"0,24500227"
187117706370645370,2021-09-01,2021-09-06,2021-09-27,"0,2698886"
187117706370645370,2021-09-01,2021-09-07,2021-09-30,"0,3308516"
187117706370645370,2021-09-01,2021-09-08,2021-09-27,"0,29403427"
187117706370645370,2021-09-01,2021-09-12,2021-10-04,"0,28975978"
187117706370645370,2021-09-01,2021-09-13,2021-10-04,"0,29403427"
187117706370645370,2021-09-01,2021-09-14,2021-10-04,"0,28899586"
187117706370645370,2021-09-01,2021-09-21,2021-10-11,"0,28899586"
187117706370645370,2021-10-01,2021-10-06,2021-10-25,"0,27755624"
187117706370645370,2021-10-01,2021-10-10,2021-11-01,"0,25990438"
187117706370645370,2021-10-01,2021-10-14,2021-11-04,"0,32694247"
187117706370645370,2021-10-01,2021-10-19,2021-11-08,"0,2931341"
187117706370645370,2021-10-01,2021-10-21,2021-11-11,"0,3239827"
187117706370645370,2021-10-01,2021-10-31,2021-11-16,"0,29390442"
187117706370645370,2021-11-01,2021-11-01,2021-11-22,"0,27221727"
187117706370645370,2021-11-01,2021-11-04,2021-12-06,"0,72259724"
187117706370645370,2021-11-01,2021-11-05,2021-11-22,"0,29792386"
187117706370645370,2021-11-01,2021-11-09,2021-11-29,"0,28634924"
191536915328669008,2021-07-01,2021-07-04,2021-08-02,"0,8180385"
191536915328669008,2021-07-01,2021-07-25,2021-08-23,"0,8207367"
191536915328669008,2021-10-01,2021-10-31,2021-11-29,"0,79501826"
209314261782935157,2021-10-01,2021-10-17,2021-11-22,"0,79467535"
209477776078372134,2021-07-01,2021-07-01,2021-07-26,"0,41999462"
209477776078372134,2021-07-01,2021-07-05,2021-07-30,"0,42746407"
209477776078372134,2021-07-01,2021-07-14,2021-08-09,"0,42746407"
209477776078372134,2021-07-01,2021-07-16,2021-08-10,"0,42579684"
226405871752897670,2021-07-01,2021-07-21,2021-08-06,"0,5770811"
226405871752897670,2021-08-01,2021-08-04,2021-08-20,"0,4727311"
226405871752897670,2021-08-01,2021-08-12,2021-08-30,"0,51882845"
226405871752897670,2021-08-01,2021-08-18,2021-09-03,"0,5594948"
226405871752897670,2021-08-01,2021-08-18,2021-09-03,"0,5594948"
226405871752897670,2021-08-01,2021-08-22,2021-09-08,"0,54728335"
226405871752897670,2021-08-01,2021-08-26,2021-09-13,"0,54728335"
226405871752897670,2021-09-01,2021-09-08,2021-09-24,"0,49892738"
226405871752897670,2021-09-01,2021-09-13,2021-09-29,"0,4824667"
